werknemer_id,datum,geboortedatum,startdatum,einddatum,leeftijd,dienstperiode,stad,klant_id,geslacht_id,geslacht,status_jaar,status,status_actief,status_beëindigd,afdeling_Accountant,afdeling_Administratief medewerker,afdeling_BI,afdeling_Boekhouder,afdeling_Business analist,afdeling_Business controller,afdeling_Business development,afdeling_Credit controller,afdeling_Financial controller,afdeling_HR,afdeling_IT,afdeling_Legal,afdeling_Marketing,afdeling_Office manager,afdeling_Project controller,business_unit_Detachering,business_unit_Intern,uitdienst_reden_Niet van toepassing,uitdienst_reden_Ontslag,uitdienst_reden_Vertrek,geslacht_id_Man,geslacht_id_Vrouw,reisafstand,aantal_geboortes,aantal_geboortes_pf,leeftijd_begin_dienst
5246,2015-12-31 05:06:00,1975-07-17,2006-01-11 05:06:00,2019-12-30 05:06:00,40.0,9,Barendrecht,13,M,Man,2015,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,113,8.1,48.5,31.0
4169,2019-12-01 05:06:00,1969-04-22,2002-09-26 05:06:00,2019-12-30 05:06:00,50.0,17,Veenendaal,14,M,Man,2019,Beëindigd,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,113,11.8,54.5,33.0
6740,2016-12-30 05:06:00,1987-09-11,2012-06-12 05:06:00,2019-12-30 05:06:00,29.0,4,Middelburg,20,M,Man,2016,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,279,9.2,47.7,25.0
3484,2013-12-31 05:06:00,1949-03-26,2000-09-30 05:06:00,2014-03-26 05:06:00,64.0,13,Zoetermeer,15,V,Vrouw,2013,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,92,9.6,45.4,51.0
1672,2019-12-31 05:06:00,1955-11-28,1995-08-30 05:06:00,2020-11-27 05:06:00,64.0,24,Roermond,2,V,Vrouw,2019,Actief,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,310,9.1,42.9,40.0
5263,2011-12-31 05:06:00,1975-10-05,2006-02-22 05:06:00,2015-09-19 05:06:00,36.0,10,Rotterdam,3,V,Vrouw,2011,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,26.0
1481,2017-12-31 05:06:00,1954-11-12,1995-02-10 05:06:00,2019-11-12 05:06:00,63.0,22,Zaandam,8,V,Vrouw,2017,Actief,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,74,9.9,45.0,41.0
1534,2014-12-31 05:06:00,1955-02-04,1995-03-26 05:06:00,2020-02-04 05:06:00,59.0,19,Zaandam,8,V,Vrouw,2014,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,74,9.9,45.0,40.0
4259,2014-12-31 05:06:00,1969-10-12,2002-12-26 05:06:00,2019-12-30 05:06:00,45.0,12,Veenendaal,14,M,Man,2014,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,11.8,54.5,33.0
3815,2012-12-30 05:06:00,1950-03-10,2001-09-15 05:06:00,2015-03-10 05:06:00,62.0,11,Alphen aan den Rijn,17,V,Vrouw,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,72,9.7,46.9,51.0
5006,2013-12-31 05:06:00,1953-08-30,2005-03-06 05:06:00,2018-08-30 05:06:00,60.0,8,Zaandam,8,V,Vrouw,2013,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,74,9.9,45.0,52.0
4263,2014-12-31 05:06:00,1951-06-22,2002-12-28 05:06:00,2016-06-21 05:06:00,63.0,12,Lelystad,1,V,Vrouw,2014,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,126,10.7,49.4,51.0
1436,2017-12-31 05:06:00,1954-08-18,1994-12-27 05:06:00,2019-08-18 05:06:00,63.0,23,Almere,32,V,Vrouw,2017,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,78,11.8,47.2,40.0
1792,2016-12-30 05:06:00,1956-07-17,1995-12-31 05:06:00,2020-12-29 05:06:00,60.0,21,Rotterdam,37,V,Vrouw,2016,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,39.0
1784,2015-12-31 05:06:00,1956-07-07,1995-12-25 05:06:00,2020-12-29 05:06:00,59.0,20,Rotterdam,37,M,Man,2015,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,105,10.9,38.9,39.0
4317,2011-12-31 05:06:00,1951-08-14,2003-02-19 05:06:00,2016-08-13 05:06:00,60.0,8,Amsterdam,35,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,52.0
8105,2019-12-01 05:06:00,1998-02-25,2017-12-20 05:06:00,2019-12-30 05:06:00,21.0,2,Middelburg,20,V,Vrouw,2019,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,279,9.2,47.7,19.0
4680,2019-12-01 05:06:00,1972-02-26,2004-03-29 05:06:00,2019-12-30 05:06:00,47.0,15,Veenendaal,14,M,Man,2019,Beëindigd,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,113,11.8,54.5,32.0
5416,2011-07-01 05:06:00,1977-02-05,2006-11-07 05:06:00,2011-07-21 05:06:00,34.0,4,Rotterdam,46,M,Man,2011,Beëindigd,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,105,10.9,38.9,30.0
2042,2015-12-31 05:06:00,1958-01-12,1996-10-12 05:06:00,2019-12-30 05:06:00,57.0,19,Veenendaal,14,M,Man,2015,Actief,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,113,11.8,54.5,38.0
1438,2013-12-31 05:06:00,1954-08-23,1994-12-29 05:06:00,2014-12-30 05:06:00,59.0,19,Den Haag,7,M,Man,2013,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,115,10.2,39.8,40.0
1411,2012-12-30 05:06:00,1954-06-13,1994-11-22 05:06:00,2019-12-30 05:06:00,58.0,18,Rotterdam,9,V,Vrouw,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,40.0
6369,2016-09-30 05:06:00,1984-10-18,2010-12-01 05:06:00,2016-10-28 05:06:00,32.0,5,Eindhoven,31,M,Man,2016,Beëindigd,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,214,9.2,34.7,27.0
3922,2012-12-30 05:06:00,1950-06-30,2002-01-05 05:06:00,2015-06-30 05:06:00,62.0,10,Amsterdam,35,V,Vrouw,2012,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,52.0
7473,2015-12-31 05:06:00,1993-06-06,2015-06-23 05:06:00,2016-12-22 05:06:00,22.0,0,Delft,36,V,Vrouw,2015,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,111,7.7,30.3,22.0
3503,2015-12-31 05:06:00,1965-08-25,2000-10-20 05:06:00,2019-12-30 05:06:00,50.0,15,Woerden,11,M,Man,2015,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,58,8.7,44.9,35.0
5959,2012-12-30 05:06:00,1981-07-13,2009-03-11 05:06:00,2020-12-29 05:06:00,31.0,3,Alblasserdam,39,V,Vrouw,2012,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,103,11.3,56.5,28.0
6686,2013-12-31 05:06:00,1987-04-28,2012-04-01 05:06:00,2017-04-28 05:06:00,26.0,1,Schiedam,28,V,Vrouw,2013,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,116,11.3,45.5,25.0
3561,2012-12-30 05:06:00,1949-06-11,2000-12-16 05:06:00,2014-06-11 05:06:00,63.0,12,Den Haag,18,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,51.0
3753,2012-12-30 05:06:00,1950-01-04,2001-07-11 05:06:00,2015-01-04 05:06:00,62.0,11,Rotterdam,37,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,51.0
1658,2014-12-31 05:06:00,1955-10-19,1995-08-09 05:06:00,2015-10-19 05:06:00,59.0,19,Utrecht,21,M,Man,2014,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,50,11.9,34.5,40.0
6478,2012-12-30 05:06:00,1985-09-17,2011-05-26 05:06:00,2015-01-17 05:06:00,27.0,1,Capelle,12,M,Man,2012,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,96,9.6,44.6,26.0
1574,2011-12-31 05:06:00,1955-04-14,1995-05-02 05:06:00,2015-04-14 05:06:00,56.0,16,Leiden,33,M,Man,2011,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,88,8.0,27.6,40.0
1470,2016-12-30 05:06:00,1954-10-23,1995-01-30 05:06:00,2019-10-23 05:06:00,62.0,21,Amsterdam,35,V,Vrouw,2016,Actief,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,53,10.9,32.1,41.0
6740,2018-12-31 05:06:00,1987-09-11,2012-06-12 05:06:00,2019-12-30 05:06:00,31.0,6,Middelburg,20,M,Man,2018,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,279,9.2,47.7,25.0
7125,2018-12-31 05:06:00,1990-09-22,2014-01-18 05:06:00,2019-12-30 05:06:00,28.0,4,Woerden,11,V,Vrouw,2018,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,24.0
4792,2017-12-31 05:06:00,1972-10-14,2004-07-29 05:06:00,2019-12-30 05:06:00,45.0,13,Woerden,11,V,Vrouw,2017,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,32.0
4958,2011-12-31 05:06:00,1953-07-18,2005-01-22 05:06:00,2018-07-18 05:06:00,58.0,6,Utrecht,21,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,50,11.9,34.5,52.0
5462,2015-12-31 05:06:00,1977-06-21,2007-01-18 05:06:00,2019-12-30 05:06:00,38.0,8,Middelburg,20,V,Vrouw,2015,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,279,9.2,47.7,30.0
6710,2018-12-31 05:06:00,1987-06-12,2012-04-25 05:06:00,2019-12-30 05:06:00,31.0,6,Woerden,11,V,Vrouw,2018,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,58,8.7,44.9,25.0
1784,2011-12-31 05:06:00,1956-07-07,1995-12-25 05:06:00,2020-12-29 05:06:00,55.0,26,Rotterdam,37,M,Man,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,105,10.9,38.9,29.0
1463,2013-12-31 05:06:00,1954-10-15,1995-01-26 05:06:00,2019-10-15 05:06:00,59.0,25,Amsterdam,35,V,Vrouw,2013,Actief,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,53,10.9,32.1,34.0
4760,2017-12-01 05:06:00,1972-08-13,2004-06-26 05:06:00,2017-12-06 05:06:00,45.0,13,Hoogeveen,25,V,Vrouw,2017,Beëindigd,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,285,8.7,47.5,32.0
3220,2011-12-31 05:06:00,1948-07-14,2000-01-20 05:06:00,2013-07-15 05:06:00,63.0,11,Almere,32,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,78,11.8,47.2,52.0
6482,2017-12-31 05:06:00,1985-09-23,2011-05-29 05:06:00,2019-12-30 05:06:00,32.0,6,Den Haag,7,V,Vrouw,2017,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,26.0
4641,2011-12-31 05:06:00,1952-07-22,2004-01-28 05:06:00,2017-07-23 05:06:00,59.0,7,Haarlem,5,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,81,11.0,43.9,52.0
2595,2015-12-31 05:06:00,1961-02-08,1998-05-29 05:06:00,2016-04-13 05:06:00,54.0,17,Utrecht,21,M,Man,2015,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,50,11.9,34.5,37.0
6353,2015-12-31 05:06:00,1984-08-21,2010-11-01 05:06:00,2019-12-30 05:06:00,31.0,5,Barendrecht,13,M,Man,2015,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,113,8.1,48.5,26.0
3994,2017-12-31 05:06:00,1968-04-18,2002-03-16 05:06:00,2019-12-30 05:06:00,49.0,15,Barendrecht,13,V,Vrouw,2017,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,113,8.1,48.5,34.0
6406,2013-12-31 05:06:00,1985-02-16,2011-02-03 05:06:00,2017-12-13 05:06:00,28.0,2,Amsterdam,43,V,Vrouw,2013,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,26.0
7026,2020-01-01 05:06:00,1990-01-04,2013-09-01 05:06:00,2020-01-04 05:06:00,30.0,6,Utrecht,21,V,Vrouw,2020,Beëindigd,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,50,11.9,34.5,24.0
6774,2017-12-31 05:06:00,1988-01-17,2012-08-19 05:06:00,2018-06-22 05:06:00,29.0,5,Dordrecht,26,V,Vrouw,2017,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,112,10.1,46.1,24.0
7129,2019-12-31 05:06:00,1990-10-04,2014-01-24 05:06:00,2020-10-03 05:06:00,29.0,5,Rotterdam,46,V,Vrouw,2019,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,24.0
5857,2012-12-30 05:06:00,1980-08-20,2008-09-20 05:06:00,2017-11-11 05:06:00,32.0,4,Capelle,12,V,Vrouw,2012,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,96,9.6,44.6,28.0
6680,2015-12-31 05:06:00,1987-04-01,2012-03-18 05:06:00,2018-09-25 05:06:00,28.0,3,Utrecht,21,M,Man,2015,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,50,11.9,34.5,25.0
7083,2013-12-31 05:06:00,1990-05-07,2013-11-06 05:06:00,2020-05-06 05:06:00,23.0,0,Eindhoven,31,V,Vrouw,2013,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,214,9.2,34.7,23.0
5951,2017-12-31 05:06:00,1981-06-11,2009-02-22 05:06:00,2020-12-29 05:06:00,36.0,8,Amsterdam,27,V,Vrouw,2017,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,28.0
5745,2017-12-31 05:06:00,1979-08-19,2008-03-10 05:06:00,2020-12-29 05:06:00,38.0,9,Amsterdam,27,M,Man,2017,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,53,10.9,32.1,29.0
6236,2019-12-01 05:06:00,1983-11-15,2010-06-06 05:06:00,2019-12-30 05:06:00,36.0,9,Veenendaal,14,M,Man,2019,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,113,11.8,54.5,27.0
7530,2016-12-30 05:06:00,1993-10-06,2015-08-26 05:06:00,2018-01-14 05:06:00,23.0,1,Den Haag,18,V,Vrouw,2016,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,22.0
1631,2011-12-31 05:06:00,1955-08-20,1995-07-08 05:06:00,2020-08-19 05:06:00,56.0,16,Amsterdam,41,V,Vrouw,2011,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,40.0
7797,2017-12-31 05:06:00,1995-10-05,2016-09-15 05:06:00,2019-12-30 05:06:00,22.0,1,Middelburg,20,V,Vrouw,2017,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,279,9.2,47.7,21.0
1571,2015-12-31 05:06:00,1955-04-10,1995-04-30 05:06:00,2020-04-09 05:06:00,60.0,20,Amsterdam,35,V,Vrouw,2015,Actief,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,53,10.9,32.1,40.0
1722,2011-12-31 05:06:00,1956-02-25,1995-10-16 05:06:00,2020-12-29 05:06:00,55.0,16,Rotterdam,37,M,Man,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,105,10.9,38.9,39.0
5012,2012-12-30 05:06:00,1953-09-06,2005-03-13 05:06:00,2018-09-06 05:06:00,59.0,7,Dordrecht,26,V,Vrouw,2012,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,112,10.1,46.1,52.0
1355,2011-12-31 05:06:00,1954-03-15,1994-10-05 05:06:00,2014-03-15 05:06:00,57.0,17,Amsterdam,35,M,Man,2011,Actief,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,53,10.9,32.1,40.0
4980,2013-12-31 05:06:00,1973-10-28,2005-02-13 05:06:00,2016-10-14 05:06:00,40.0,8,Hoogeveen,25,V,Vrouw,2013,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,285,8.7,47.5,32.0
2819,2011-12-31 05:06:00,1947-06-23,1998-12-29 05:06:00,2012-06-22 05:06:00,64.0,13,Zaandam,8,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,74,9.9,45.0,51.0
7096,2013-12-31 05:06:00,1990-06-13,2013-11-25 05:06:00,2020-06-12 05:06:00,23.0,0,Breda,6,V,Vrouw,2013,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,166,9.4,41.0,23.0
1433,2015-12-31 05:06:00,1954-08-10,1994-12-22 05:06:00,2019-08-10 05:06:00,61.0,21,Rotterdam,46,V,Vrouw,2015,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,105,10.9,38.9,40.0
1624,2014-12-31 05:06:00,1955-08-03,1995-06-29 05:06:00,2016-03-25 05:06:00,59.0,19,Amsterdam,41,V,Vrouw,2014,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,40.0
4544,2014-12-31 05:06:00,1952-04-15,2003-10-22 05:06:00,2017-04-16 05:06:00,62.0,11,Zaandam,8,V,Vrouw,2014,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,74,9.9,45.0,51.0
3209,2011-12-31 05:06:00,1948-06-30,2000-01-06 05:06:00,2013-07-01 05:06:00,63.0,11,Den Haag,18,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,115,10.2,39.8,52.0
3465,2011-12-31 05:06:00,1949-02-24,2000-09-01 05:06:00,2014-02-25 05:06:00,62.0,14,Zaandam,8,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,74,9.9,45.0,48.0
8214,2018-12-31 05:06:00,1999-01-06,2018-06-05 05:06:00,2019-12-30 05:06:00,19.0,0,Veenendaal,14,V,Vrouw,2018,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,113,11.8,54.5,19.0
8156,2019-08-01 05:06:00,1998-06-22,2018-02-20 05:06:00,2019-08-20 05:06:00,21.0,1,Utrecht,21,M,Man,2019,Beëindigd,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,50,11.9,34.5,20.0
7854,2016-12-30 05:06:00,1996-03-31,2016-12-18 05:06:00,2020-12-29 05:06:00,20.0,0,Amsterdam,27,V,Vrouw,2016,Actief,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,20.0
7249,2015-12-31 05:06:00,1991-09-01,2014-07-18 05:06:00,2019-12-30 05:06:00,24.0,1,Barendrecht,13,V,Vrouw,2015,Actief,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,113,8.1,48.5,23.0
6912,2015-12-31 05:06:00,1989-01-28,2013-03-06 05:06:00,2020-12-29 05:06:00,26.0,2,Amsterdam,27,V,Vrouw,2015,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,24.0
3272,2011-12-31 05:06:00,1948-08-31,2000-03-08 05:06:00,2013-09-01 05:06:00,63.0,11,Amsterdam,35,V,Vrouw,2011,Actief,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,53,10.9,32.1,52.0
1592,2011-12-31 05:06:00,1955-05-31,1995-05-27 05:06:00,2020-05-30 05:06:00,56.0,16,Amsterdam,35,V,Vrouw,2011,Actief,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,53,10.9,32.1,40.0
6740,2015-12-31 05:06:00,1987-09-11,2012-06-12 05:06:00,2019-12-30 05:06:00,28.0,3,Middelburg,20,M,Man,2015,Actief,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,279,9.2,47.7,25.0
4747,2011-12-31 05:06:00,1952-12-09,2004-06-16 05:06:00,2017-12-10 05:06:00,59.0,7,Almere,32,V,Vrouw,2011,Actief,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,78,11.8,47.2,52.0
2737,2019-12-01 05:06:00,1961-11-09,1998-10-20 05:06:00,2019-12-30 05:06:00,58.0,21,Woerden,11,M,Man,2019,Beëindigd,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,58,8.7,44.9,37.0
